street_name,long_snode,lat_snode,long_enode,lat_enode
Nguyễn Hữu Thọ,106.7002329,10.7365428,106.7003063,10.7303579
Nguyễn Hữu Thọ,106.7000037,10.7324712,106.6999333,10.7330629
Nguyễn Hữu Trí,106.5802906,10.6929789,106.5689492,10.6903712
Nguyễn Hữu Trí,106.5689492,10.6903712,106.5540502,10.6854735
Nguyễn Hữu Trí,106.5540502,10.6854735,106.5939709,10.6963436
Nguyễn Hữu Tự,106.6967184,10.7926663,106.6961576,10.7926985
Nguyễn Khoái,106.6939259,10.7558779,106.6952956,10.7533608
Nguyễn Kim,106.6616043,10.7643679,106.6623333,10.7607717
Nguyễn Kim,106.6623843,10.7605205,106.6633772,10.7556227
Nguyễn Kim,106.6633772,10.7556227,106.6633989,10.7555118
Nguyễn Kiệm,106.680033,10.7998472,106.6787757,10.8194173
Nguyễn Kiệm,106.6787669,10.8192058,106.6786725,10.8132332
Nguyễn Kiệm,106.6786725,10.8132332,106.6787698,10.8135747
Nguyễn Lương Bằng,106.7180368,10.7348064,106.7253596,10.7232098
Nguyễn Lương Bằng,106.7203264,10.7310052,106.7200097,10.7318083
Nguyễn Lương Bằng nối dài,106.7318964,10.7087139,106.7314656,10.7130973
Nguyễn Ngọc Lộc,106.6640385,10.7659563,106.6640385,10.7659563
Nguyễn Nhược Thị,106.6402431,10.7369895,106.6403352,10.7369774
Nguyễn Oanh,106.6787535,10.8506971,106.6775689,10.8308983
Nguyễn Phúc Nguyên,106.6792239,10.7805493,106.6789157,10.7820636
Nguyễn Sơn,106.6254206,10.7831843,106.6288258,10.7821283
Nguyễn Thi,106.6591297,10.7505935,106.6591695,10.7505909
Nguyễn Thiện Thuật,106.679824,10.7680707,106.6802989,10.7676816
Nguyễn Thái Bình,106.6523793,10.7964689,106.6598663,10.800764
Nguyễn Thái Học,106.69714,10.7651757,106.6954254,10.7679022
Nguyễn Thái Sơn,106.6790274,10.8145897,106.6814029,10.8177209
Nguyễn Thái Sơn,106.6814029,10.8177209,106.683148,10.819754
Nguyễn Thông,106.679297,10.781667,106.6843698,10.7781284
Nguyễn Thông,106.6849154,10.7778272,106.6869946,10.7759864
Nguyễn Thượng Hiền,106.6820734,10.7770101,106.6821788,10.776852
Nguyễn Thị Diệu Hương,106.655911,10.7779274,106.655911,10.7779274
Nguyễn Thị Minh Khai,106.682324,10.7660316,106.6818889,10.7657285
Nguyễn Thị Minh Khai,106.6818889,10.7657285,106.7045845,10.7897016
Nguyễn Thị Nghĩa,106.6940986,10.7701435,106.6945589,10.7693254
Nguyễn Thị Nhung,106.7054307,10.8433563,106.7057848,10.8435122
Nguyễn Thị Nhỏ,106.6504956,10.7514819,106.6527803,10.7716614
Nguyễn Thị Nhỏ,106.6527803,10.7716614,106.6507502,10.753478
Nguyễn Thị Nhỏ,106.6508617,10.7544346,106.6513356,10.758499
Nguyễn Thị Nhỏ,106.6513792,10.7588735,106.6513758,10.7591706
Nguyễn Thị Thập,106.699903,10.7406127,106.7068498,10.7394635
Nguyễn Thị Thập,106.7068498,10.7394635,106.7035805,10.7399476
Nguyễn Thị Tần,106.6845345,10.7492439,106.6848291,10.7486955
Nguyễn Thị Đặng,106.6414169,10.867202,106.6416344,10.8676811
Nguyễn Thị Định,106.7773201,10.7682878,106.7826284,10.7636062
Nguyễn Thị Định,106.7826284,10.7636062,106.7889248,10.7581359
Nguyễn Tri Phương,106.6690295,10.7590308,106.6684746,10.7614123
Nguyễn Tri Phương,106.6684746,10.7614123,106.6674092,10.7666599
Nguyễn Tri Phương,106.6674092,10.7666599,106.6696106,10.7546206
Nguyễn Tri Phương,106.6696106,10.7546206,106.6695017,10.7522326
Nguyễn Trãi,106.6929369,10.7710906,106.6628252,10.7532859
Nguyễn Trãi,106.6628252,10.7532859,106.6708395,10.7548304
Nguyễn Trãi,106.6708395,10.7548304,106.6758517,10.7562318
Nguyễn Trãi,106.6762478,10.7563856,106.6535477,10.7527545
Nguyễn Trãi,106.6535477,10.7527545,106.6883289,10.7669665
Nguyễn Trọng Trí,106.6176488,10.7407342,106.6175944,10.7406865
Nguyễn Trọng Tuyển,106.6699079,10.7980849,106.6665835,10.7984011
Nguyễn Trọng Tuyển,106.6674578,10.7983381,106.6699079,10.7980849
Nguyễn Tuyển,106.7653756,10.7833422,106.7652891,10.7836471
Nguyễn Tất Thành,106.7071763,10.7650945,106.7164541,10.7578081
Nguyễn Văn Bá,106.7687324,10.8415062,106.773359,10.8496688
Nguyễn Văn Bá (nối dài),106.7843268,10.8565707,106.7908151,10.8603829
Nguyễn Văn Bá (nối dài),106.7908151,10.8603829,106.7901143,10.8599603
Nguyễn Văn Cừ,106.6819889,10.7643811,106.683007,10.7622438
Nguyễn Văn Cừ,106.683007,10.7622438,106.6818405,10.765251
Nguyễn Văn Giai,106.697328,10.7926284,106.6974031,10.7930658
Nguyễn Văn Khối,106.6441247,10.8463002,106.6571611,10.8425938
Nguyễn Văn Linh,106.7181438,10.7293691,106.7213386,10.7340089
Nguyễn Văn Linh,106.7123109,10.7290654,106.6949806,10.7287779
Nguyễn Văn Linh,106.7192028,10.7311956,106.7269803,10.7526944
Nguyễn Văn Luông,106.6337889,10.7357509,106.6353149,10.7485677
Nguyễn Văn Lượng,106.6799748,10.8384914,106.6659911,10.8386842
Nguyễn Văn Lạc,106.7089225,10.79196,106.708958,10.7921268
Nguyễn Văn Nghi,106.6887972,10.8214371,106.6869947,10.8238312
Nguyễn Văn Quá,106.6265884,10.8261451,106.6266087,10.8264064
Nguyễn Văn Quý,106.73585,10.7402847,106.7361197,10.7404302
Nguyễn Văn Quỳ,106.7405148,10.7432943,106.7313895,10.7383028
Nguyễn Văn Trỗi,106.6800466,10.7929933,106.6707041,10.7985035
Nguyễn Văn Trỗi,106.6707041,10.7985035,106.6777789,10.7941581
Nguyễn Văn Tăng,106.8286983,10.8428497,106.8281916,10.8424012
Nguyễn Văn Đậu,106.6938401,10.8143614,106.6882022,10.8085648
Nguyễn Xiển,106.8363216,10.8592096,106.8346037,10.8837836
Nguyễn Xuân Khoát,106.6345051,10.7951766,106.6345715,10.7954885
Nguyễn Xí,106.7033547,10.8226293,106.7031447,10.8230448
Nguyễn Ðình Chiểu,106.7031476,10.7924028,106.6963948,10.7851071
Nguyễn Ðình Chiểu,106.6963948,10.7851071,106.6824793,10.7704394
Nguyễn Ðình Chiểu,106.6918856,10.7803604,106.6800536,10.767872
Nguyễn Đình Chiểu,106.6789788,10.8033297,106.6796467,10.8034825
Nguyễn Đình Chính,106.6755726,10.7956505,106.6778016,10.7949615
Nguyễn Đức Cảnh,106.7085848,10.7283976,106.7085817,10.7285196
Nguyễn Đức Thuận,106.6403983,10.8073545,106.6404336,10.8072353
Nguyễn Ảnh Thủ,106.6071961,10.8552391,106.6071458,10.8551791
Ngã Bảy Lý Thái Tổ,106.6744532,10.7679102,106.6744532,10.7679102
Ngã Sáu Nguyễn Tri Phương,106.6687226,10.7598992,106.6687397,10.7599392
Ngã sáu Cộng Hòa,106.681627,10.7651637,106.6815426,10.765182
Ngã tư An Sương,106.6150302,10.8428093,106.6152871,10.8429984
Ngã tư Hàng Xanh,106.7110941,10.8013276,106.7111262,10.8012791
Ngô Chí Quốc,106.730453,10.8740594,106.7302504,10.8738081
Ngô Gia Tự,106.6664916,10.7565017,106.670086,10.7615444
Ngô Gia Tự,106.6702758,10.7618189,106.666426,10.7563976
Ngô Gia Tự,106.6664916,10.7565017,106.6679699,10.7585909
Ngô Gia Tự,106.6687226,10.7598159,106.6738588,10.7669024
Ngô Gia Tự,106.6738588,10.7669024,106.6740191,10.7671362
Ngô Nhân Tịnh,106.6533788,10.7504649,106.6533788,10.7504649
Ngô Quyền,106.664104,10.7656858,106.6650929,10.7613478
Ngô Quyền,106.6650929,10.7613478,106.6661917,10.756629
Ngô Quyền,106.6661917,10.756629,106.6666573,10.7533937
Ngô Quyền,106.6667664,10.752477,106.6668579,10.7517792
Ngô Tất Tố,106.7139268,10.7918618,106.7127835,10.7924353
Nhánh A1,106.7532978,10.7932441,106.7524658,10.7926709
Nhánh A2,106.7532978,10.7932441,106.7522965,10.7938273
Nhánh B1,106.7519936,10.7923857,106.7536837,10.7926848
Ni Sư Huỳnh Liên,106.6494573,10.782654,106.6497547,10.7821504
Núi Thành,106.643124,10.8009799,106.6429183,10.8007478
Nơ Trang Long,106.6954833,10.8112469,106.706678,10.8252639
Pasteur,106.7014834,10.7732727,106.6988251,10.7778266
Pasteur,106.6988251,10.7778266,106.7010371,10.7743326
Pham Ngũ Lão,106.6832697,10.8207556,106.6808708,10.8251544
Phan Huy ích,106.6401134,10.8442903,106.6297806,10.8231377
Phan Thúc Duyện,106.6589142,10.8052601,106.6635788,10.8026411
Phan Văn Hớn,106.6249037,10.8274348,106.6008101,10.8389566
Phan Văn Trị,106.6954833,10.8112469,106.6746596,10.831922
Phan Văn Trị,106.6745438,10.8319624,106.6885765,10.8269605
Phan Văn Trị,106.6885765,10.8269605,106.6954833,10.8112469
Phan Văn Đáng,106.7929002,10.7468469,106.7931437,10.7471454
Phan Văn Đối,106.5950621,10.8296291,106.5949971,10.8295371
Phan Xích Long,106.6832089,10.8015575,106.6869344,10.799015
Phan Đình Giót,106.6677637,10.8001795,106.6644615,10.8046866
Phan Đình Phùng,106.6839488,10.7942586,106.6803031,10.7991177
Phan Đình Phùng,106.6803031,10.7991177,106.6802718,10.7991862
Phan Đăng Lưu,106.6965436,10.8025532,106.6845465,10.8032397
Phan Đăng Lưu,106.6857885,10.8039468,106.687792,10.8037891
Phan Đăng Lưu,106.687792,10.8037891,106.6803694,10.7993486
Phạm Văn Đồng,106.6992827,10.8218467,106.6849075,10.8173044
Phạm Văn Đồng,106.6833531,10.8163711,106.7354087,10.8384481
Phạm Văn Đồng,106.7363075,10.838735,106.6917234,10.8200201
Phạm Văn Đồng,106.6902882,10.8196001,106.7326464,10.837129
Phạm Văn Đồng,106.6867094,10.818071,106.7030896,10.823167
Phạm Văn Đồng,106.7053644,10.8233047,106.7435101,10.8408851
Phó Cơ Điều,106.6570028,10.7620243,106.657093,10.7575292
Phó Cơ Điều,106.657093,10.7575292,106.6571078,10.758013
Phó Ðức Chính,106.6991208,10.7707145,106.7010097,10.7676642
Phú Châu,106.7448654,10.8628859,106.7473789,10.8658949
Phú Hòa,106.6510434,10.7849204,106.6533302,10.7854926
Phú Hữu,106.6537519,10.7535742,106.6533152,10.7510733
Phú Thuận,106.729495,10.729784,106.7298359,10.729912
Phú Thọ,106.641575,10.7589846,106.641586,10.7589257
Phường 10,106.6677962,10.7681682,106.6677962,10.7681682
Phường 13,106.7008658,10.8345705,106.6514144,10.8592742
Phường 14,106.6590186,10.7507925,106.6439339,10.8515609
Phường 3,106.6786944,10.8146655,106.6767178,10.8120867
Phường 7,106.6615305,10.7646858,106.6615305,10.7646858
Phường 8,106.674106,10.7575894,106.6739837,10.757428
Phường An Bình,106.7588382,10.8753861,106.7505911,10.8750874
Phường An Lạc A,106.61846,10.7414323,106.6184129,10.7413924
Phường An Phú,106.7557929,10.8094109,106.7560287,10.8097169
Phường An Phú Đông,106.6996423,10.8391657,106.6938042,10.8340778
Phường An Phú Đông,106.6941172,10.8643469,106.6913666,10.8519273
Phường An Phú Đông,106.6874451,10.8521558,106.7000553,10.8523365
Phường Bình Chiểu,106.7287564,10.8878174,106.728711,10.8878003
Phường Bình Hưng Hòa B,106.5779904,10.8045394,106.5934583,10.785662
Phường Bình Thắng,106.8049329,10.8853354,106.8048936,10.8852651
Phường Bến Nghé,106.6984933,10.780376,106.6984806,10.7803753
Phường Bến Thành,106.6930624,10.7713876,106.6933233,10.7715326
Phường Cát Lái,106.7888166,10.7581824,106.7889037,10.7581122
Phường Hiệp Bình Chánh,106.7145095,10.8260009,106.7326691,10.8374007
Phường Hiệp Bình Phước,106.7045433,10.8410074,106.7050813,10.8412473
Phường Linh Trung,106.7673863,10.8724231,106.8026394,10.867122
Phường Linh Xuân,106.7757156,10.8708535,106.7669177,10.8728261
Phường Linh Đông,106.7438935,10.8413507,106.7442274,10.8408414
Phường Nguyễn Cư Trinh,106.6907611,10.7642694,106.690743,10.7642807
Phường Phú Thuận,106.7432344,10.7192661,106.7432765,10.7199382
Phường Sơn Kỳ,106.6190596,10.8013922,106.6190675,10.8013405
Phường Tam Bình,106.728414,10.8649833,106.7285029,10.8648292
Phường Tam Phú,106.7454594,10.8636069,106.7455177,10.8635251
Phường Thạnh Lộc,106.6796891,10.8587824,106.6795635,10.8587301
Phường Thảo Điền,106.7293575,10.8005193,106.7464095,10.8025976
Phường Trung Mỹ Tây,106.6264888,10.8521986,106.6265032,10.8521149
Phường Tân Phú,106.8069619,10.870652,106.7295974,10.7158518
Phường Tân Thuận Tây,106.7241939,10.7523982,106.7242338,10.7522526
Phường Tân Thới Nhất,106.6156611,10.8423995,106.6155929,10.842552
Phường Đông Hòa,106.8030852,10.8762972,106.7842783,10.8674881
Phường Đông Hòa,106.7842783,10.8674881,106.8076326,10.8738915
Phường Đông Hưng Thuận,106.6308139,10.8502828,106.6309142,10.850249
Phạm Hùng,106.6691251,10.7484337,106.6689249,10.740971
Phạm Hồng Thái,106.6938843,10.7712522,106.6963858,10.7711253
Phạm Hữu Lầu,106.7321155,10.7045223,106.7321155,10.7045223
Phạm Ngũ Lão,106.6941176,10.7690424,106.6883701,10.7667354
Phạm Ngọc Thạch,106.6978143,10.78092,106.6969534,10.7817113
Phạm Phú Thứ,106.6438571,10.7444878,106.6466566,10.7897886
Phạm Thiều,106.7230082,10.7266492,106.7231231,10.7267196
Phạm Thái Bường,106.7086074,10.7273833,106.7097716,10.7274088
Phạm Thế Hiển,106.6548139,10.7404244,106.6874216,10.7508219
Phạm Văn Bạch,106.6330654,10.8138819,106.6464179,10.8374497
Phạm Văn Chiêu,106.665484,10.8541753,106.6602254,10.8523298
Phạm Văn Hai,106.6653921,10.8000753,106.6645994,10.7970292
Phạm Văn Đồng,106.7222594,10.8289838,106.7634123,10.8705207
Phạm Văn Đồng,106.7633832,10.8701199,106.7571974,10.8641108
Phạm Văn Đồng,106.7571974,10.8641108,106.7518877,10.8575701
Phạm Văn Đồng,106.7518877,10.8575701,106.7489666,10.849516
Phạm Văn Đồng,106.7489666,10.849516,106.7439592,10.8414243
Phạm Văn Đồng,106.7439592,10.8414243,106.7511033,10.8529635
Phạm Văn Đồng,106.7511033,10.8529635,106.7620017,10.8667147
Phạm Văn Đồng,106.7394746,10.8398287,106.710872,10.8251409
Phạm Văn Đồng,106.7074369,10.8242579,106.7157505,10.8262487
Phạm Văn Đồng,106.7181851,10.8270542,106.7294684,10.8344857
Phạm Văn Đồng,106.7294684,10.8344857,106.6818266,10.8156051
Phạm Văn Đồng,106.6814749,10.8154234,106.6975926,10.8212703
Phạm Văn Đồng,106.6975926,10.8212703,106.7325701,10.8370873
Phạm Văn Đồng,106.7384111,10.8395571,106.7301125,10.8353219
Phạm Văn Đồng,106.7284081,10.8339731,106.7114115,10.8252909
Phạm Văn Đồng,106.7617638,10.8666573,106.6869633,10.8185142
Phạm Văn Đồng,106.6869633,10.8185142,106.7316781,10.8367273
Phạm Văn Đồng,106.7316781,10.8367273,106.7254178,10.8316231
Phạm Văn Đồng,106.7254178,10.8316231,106.7418062,10.8402083
Phạm Văn Đồng,106.7418062,10.8402083,106.7343264,10.8380903
Phạm Văn Đồng,106.7343264,10.8380903,106.7620017,10.8667147
Phạm Đình Hổ,106.6496345,10.7521361,106.649744,10.753419
Phạm Đăng Giảng,106.60636,10.8214287,106.6044259,10.818044
Phổ Quang,106.6658741,10.8025366,106.6687556,10.8087826
Phổ Quang,106.6687556,10.8087826,106.6717917,10.8085272
Quang Trung,106.6794606,10.8266931,106.6706701,10.8299958
Quang Trung,106.6706701,10.8299958,106.6605258,10.835952
Quang Trung,106.6605258,10.835952,106.6466938,10.8395934
Quang Trung,106.6397062,10.844692,106.6634568,10.8350079
Quang Trung,106.6634568,10.8350079,106.6419808,10.8430788
Quang Trung,106.6419808,10.8430788,106.6544376,10.8374889
Quang Trung,106.6544376,10.8374889,106.6472307,10.8393084
Quách Thị Trang,106.8474689,10.7130085,106.8475454,10.7086939
Quách Thị Trang,106.847625,10.7044998,106.8398361,10.7041127
Quách Thị Trang,106.8353721,10.7047386,106.8345554,10.7048398
Quách Thị Trang,106.8287243,10.7052216,106.8257462,10.7054699
Quách Thị Trang,106.8237646,10.7063918,106.8236348,10.7065115
Quảng trường sáng tạo,106.8052044,10.8754861,106.805084,10.8742918
Quận 11,106.6534073,10.7673207,106.6497631,10.753578
Quận 8,106.6881377,10.7493268,106.6882437,10.7490054
Quận Gò Vấp,106.6900639,10.8193084,106.6899222,10.8195596
Quận Tân Bình,106.6523466,10.7902723,106.6648526,10.8117157
Quốc Lộ 1,106.597382,10.7047068,106.5973319,10.7045783
Quốc lộ 1,106.7474536,10.8741188,106.6008754,10.7226708
Quốc lộ 1,106.6008754,10.7226708,106.7794278,10.8684975
Quốc lộ 1,106.7813371,10.8678819,106.6586551,10.8617623
Quốc lộ 1,106.6586551,10.8617623,106.6541628,10.8620129
Quốc lộ 1,106.6494828,10.8620634,106.7668518,10.8725843
Quốc lộ 1,106.7887782,10.8671103,106.7733958,10.8706221
Quốc lộ 1,106.7733958,10.8706221,106.7915871,10.8666505
Quốc lộ 1,106.7915871,10.8666505,106.748644,10.8752124
Quốc lộ 13,106.7200233,10.8513034,106.7132132,10.8180299
Quốc lộ 1A,106.7487214,10.8747377,106.6858709,10.8609657
Quốc lộ 1A,106.6986862,10.8599881,106.7052214,10.859221
Quốc lộ 1K,106.766068,10.8757339,106.7705975,10.8833914
Quốc lộ 1K,106.7701845,10.8828952,106.765511,10.8746157
Quốc lộ 22,106.6149314,10.8434511,106.6057733,10.8575697
Quốc lộ 22,106.6057733,10.8575697,106.6000503,10.86564
Quốc lộ 22,106.6000503,10.86564,106.5966668,10.8704157
Quốc lộ 22,106.5966668,10.8704157,106.5916776,10.8774435
Quốc lộ 22,106.5916776,10.8774435,106.6138112,10.8450745
Quốc lộ 22,106.6128986,10.8466302,106.6149651,10.843027
Quớc Lộ 22,106.6140548,10.8449041,106.5914673,10.877854
Quớc Lộ 22,106.5900475,10.8798576,106.5863138,10.8851888
Raymondienne,106.7231704,10.7267486,106.7236852,10.7270427
Rạch Bùng Binh,106.6785811,10.7794508,106.6803024,10.7840477
Song Hành,106.7334658,10.7992821,106.7485095,10.8021502
Sư Van Hạnh,106.6738445,10.7575965,106.6735498,10.7589142
Sư Van Hạnh,106.6735498,10.7589142,106.6725291,10.7633633
Sư Van Hạnh,106.6725291,10.7633633,106.6710798,10.7696215
Sư Vạn Hạnh,106.6659013,10.7774435,106.6682193,10.7742735
Sư Vạn Hạnh,106.6683653,10.7740549,106.6705481,10.77004
Sư Vạn Hạnh,106.6705481,10.77004,106.6705481,10.77004
Số 12,106.7578623,10.867114,106.7622334,10.8672756
Số 18,106.6066965,10.8226043,106.6059457,10.8232027
Số 7,106.6029789,10.8249576,106.6029143,10.8249497
T1 Loop,106.6643618,10.8124942,106.6648739,10.812469
THOI TAM THÔN 5,106.6105297,10.8842932,106.6106839,10.8842093
THOI TAM THÔN 5,106.6159517,10.8826122,106.6112355,10.8839449
Tam Bình,106.7287514,10.845997,106.7381233,10.8560454
Tam Bình,106.7421212,10.8609748,106.743489,10.8625757
Tam Đảo nối dài,106.6578456,10.7748455,106.6589017,10.7762132
Thiên Phước,106.6555539,10.778088,106.6532873,10.7756928
Thoại Ngọc Hầu,106.621551,10.7737359,106.6392437,10.7842211
Thoại Ngọc Hầu,106.6392437,10.7842211,106.6416689,10.78599
Thuận Kiều,106.6587965,10.7597225,106.6584197,10.7552474
Thuận Kiều,106.6584197,10.7552474,106.6584197,10.7552474
Thành Thái,106.6588525,10.7807392,106.6617292,10.7782236
Thành Thái,106.6617292,10.7782236,106.6645769,10.7739209
Thành Thái,106.6645769,10.7739209,106.6661869,10.7697668
Thành Thái,106.6661869,10.7697668,106.6670725,10.7675961
Thành phố Thuận An,106.6998839,10.8877621,106.6944551,10.8886155
Thánh Gióng,106.8100261,10.8820255,106.8089551,10.8827193
Tháp Mười,106.6494313,10.7497109,106.6545334,10.7507545
Thân Nhân Trung,106.6423382,10.8023976,106.6424147,10.8029475
Thích Quảng Đức,106.6785195,10.8082313,106.684482,10.8033105
Thăng Long,106.6610854,10.8045573,106.6609131,10.8039431
Thạnh Lộc 29,106.678258,10.8776731,106.6801765,10.8774274
Thế Lữ,106.5386925,10.7202232,106.542567,10.718012
Thị trấn Tân Túc,106.5693537,10.6795155,106.5693331,10.6797073
Thống Nhất,106.6652733,10.8397244,106.6644581,10.8348284
Trang Tử,106.6532793,10.7516644,106.6504956,10.7514819
Transfer between the Metro and the HSR,106.7557179,10.8081678,106.7559278,10.8085665
Trung Mỹ Tây 2A,106.6123545,10.8471993,106.6124805,10.8472751
Trương Công Định,106.6417176,10.7983099,106.6402984,10.7937318
Trương Quốc Dung,106.672673,10.7950667,106.6729603,10.7997004
Trương Định,106.6966242,10.7712056,106.6863035,10.7807024
Trương Định,106.6835712,10.7824606,106.6803024,10.7840477
Trường Chinh,106.6519615,10.7936226,106.6323883,10.8152248
Trường Chinh,106.6323883,10.8152248,106.6345381,10.8083021
Trường Chinh,106.6345381,10.8083021,106.6235423,10.829463
Trường Chinh,106.6235423,10.829463,106.6160676,10.8417386
Trường Chinh,106.6212255,10.8332849,106.6326825,10.8136617
Trường Chinh,106.6430538,10.7984865,106.6246086,10.8284986
Trường Chinh,106.6218498,10.832788,106.6227295,10.8311999
Trường Chinh,106.6227295,10.8311999,106.6187325,10.8373896
Trường Chinh,106.6187325,10.8373896,106.647854,10.7959135
Trường Chinh,106.647854,10.7959135,106.6206709,10.8339258
Trường Chinh,106.6206709,10.8339258,106.6211617,10.83315
Trường Sa,106.6855754,10.7925479,106.7006919,10.7939608
Trường Sơn,106.6649688,10.8130718,106.6650145,10.8111229
Trần Bình Trọng,106.6803749,10.7592606,106.6807561,10.7582717
Trần Huy Liệu,106.6779981,10.792161,106.6778425,10.794303
Trần Hưng Ðạo,106.6580656,10.7520028,106.6632877,10.752179
Trần Hưng Ðạo,106.6632877,10.752179,106.6953474,10.7680299
Trần Hưng Ðạo,106.6953474,10.7680299,106.692428,10.7644448
Trần Hưng Ðạo,106.6714119,10.7529032,106.6684652,10.752615
Trần Hữu Trang,106.6753149,10.7935553,106.673077,10.7940624
Trần Khắc Chân,106.6784691,10.7993219,106.6758626,10.8014439
Trần Minh Quyền,106.6737333,10.771263,106.6752791,10.770053
Trần Nam Trung,106.8191301,10.7085686,106.8236348,10.7065115
Trần Nhân Tôn,106.6755174,10.7590354,106.6746392,10.7632459
Trần Nhân Tôn,106.6746238,10.7633139,106.673962,10.7664111
Trần Não,106.730462,10.7912282,106.7303648,10.7916195
Trần Não,106.7303648,10.7916195,106.7334587,10.7992203
Trần Não,106.7308494,10.7982738,106.7318819,10.7981949
Trần Phú,106.668592,10.7529727,106.6790625,10.7626244
Trần Phú,106.6795568,10.7631515,106.674132,10.7574203
Trần Quang Diệu,106.6782642,10.787646,106.6784817,10.7835849
Trần Quang Khải,106.6898524,10.7916682,106.6888956,10.7915069
Trần Quý,106.6518136,10.7582245,106.6561005,10.7591573
Trần Quý,106.6561005,10.7591573,106.6582987,10.7596357
Trần Quốc Hoàn,106.6643387,10.8050283,106.6635788,10.8026411
Trần Quốc Thảo,106.6868337,10.7827317,106.6881451,10.7815324
Trần Quốc Thảo,106.6881451,10.7815324,106.689846,10.7799599
Trần Quốc Toản,106.6892673,10.7893494,106.6863082,10.7831971
Trần Văn Giàu,106.5880278,10.7482734,106.5750441,10.7535831
Trần Văn Kiểu,106.6289013,10.7465385,106.6288456,10.7460179
Trần Văn Mười,106.5879562,10.8496569,106.5913288,10.8777391
Trần Văn Quang,106.6445172,10.7796593,106.6499053,10.7795043
Trần Văn Quang,106.6499053,10.7795043,106.6486116,10.779603
Trần Văn Trà,106.7191654,10.7229109,106.8257234,10.7230616
Trần Văn Trà,106.8257234,10.7230616,106.7236416,10.7256271
Trần Văn Ðang,106.6795303,10.7822564,106.6784842,10.7830627
Trần Xuân Soạn,106.6919615,10.7512278,106.6880473,10.7504862
Trần Ðình Xu,106.6924841,10.75857,106.6919236,10.759772
Trần Đại Nghĩa,106.7774485,10.8736394,106.5384069,10.7447939
Trịnh Phong Đáng,106.7575192,10.8670888,106.7546708,10.8663263
Trịnh Đình Trọng,106.6384349,10.7760645,106.6464389,10.7751926
Trịnh Đình Trọng,106.6464389,10.7751926,106.6474762,10.7752249
Tân Chánh Hiệp 2,106.6364066,10.870711,106.6306399,10.8741821
Tân Chánh Hiệp 2,106.629111,10.8745351,106.6270618,10.8750882
Tân Chánh Hiệp 39,106.6167264,10.8821993,106.6236125,10.8776763
Tân Chánh Hiệp 39,106.6248126,10.877165,106.6163333,10.8825854
Tân Hoà Đông,106.6342541,10.7542847,106.6326357,10.7560579
Tân Kỳ Tân Quý,106.6193962,10.7994476,106.6052666,10.7916934
Tân Liễu,106.5954928,10.6811514,106.5958303,10.6818
Tân Phú,106.7236203,10.7336193,106.7238132,10.7336036
Tân Quý,106.6196106,10.7987681,106.6203627,10.7951375
Tân Sơn,106.6467909,10.8385379,106.6412646,10.8248067
Tân Sơn Nhì,106.6353988,10.80264,106.636066,10.8028848
Tân Thuận,106.7500323,10.764817,106.749763,10.7644644
Tân Vĩnh,106.7023549,10.7564549,106.7015563,10.757461
Tân Xuân 1,106.6035093,10.8752155,106.6030332,10.8756688
Tân Xuân 2,106.6077482,10.8819132,106.6079617,10.8822319
Tây Hòa,106.7641935,10.8261485,106.7621148,10.8262034
Tây Thạnh,106.6226738,10.8131648,106.6249673,10.8157799
Tây Thạnh,106.620154,10.810356,106.6228898,10.813438
Tên Lửa,106.6149043,10.7384659,106.6147828,10.7379148
Tô Hiến Thành,106.6581461,10.7703883,106.6614007,10.7736176
Tô Hiến Thành,106.6614007,10.7736176,106.664107,10.7768372
Tô Hiến Thành,106.664107,10.7768372,106.6679193,10.7797849
Tô Hiến Thành,106.6679193,10.7797849,106.6716762,10.7825973
Tô Hiệu,106.6271541,10.7723432,106.6274402,10.7732289
Tô Ký,106.6024445,10.8876775,106.6262305,10.8527736
Tô Ký,106.6262305,10.8527736,106.6159466,10.8661857
Tô Ký,106.6160443,10.8658854,106.61763,10.8599399
Tô Ký,106.61763,10.8599399,106.6200389,10.8571859
Tô Ngọc Vân,106.7511235,10.8537487,106.6713827,10.8620076
Tôn Thất Hiệp,106.6544961,10.7657693,106.6522037,10.7626655
Tôn Thất Hiệp,106.6521869,10.7623556,106.6532907,10.7602645
Tôn Thất Thuyết,106.717736,10.7571329,106.7022171,10.7530896
Tôn Ðức Thắng,106.7062443,10.7704106,106.7062775,10.7705573
Tôn Đức Thắng,106.8475443,10.7154014,106.7056039,10.7829212
Tùng Thiện Vương,106.6599822,10.7463121,106.6600922,10.7463656
Tú Xương,106.6863035,10.7807024,106.6876354,10.782002
Tăng Nhơn Phú,106.7813494,10.8342567,106.7687697,10.827184
Tạ Uyên,106.6538517,10.7537462,106.6537349,10.7556925
Tạ Uyên,106.6537349,10.7556925,106.6537781,10.754424
Tản Đà,106.6646409,10.7510333,106.663899,10.7548043
Tỉnh lộ 43,106.7319907,10.8770572,106.7319664,10.8772691
Tống Văn Trân,106.6411857,10.7719941,106.6444321,10.769814
Ung Văn Khiêm,106.7184953,10.8070705,106.7190173,10.8069599
Vĩnh Hội,106.7008649,10.7557367,106.7009702,10.7558499
Vân Côi,106.6565352,10.7883735,106.6560806,10.7877277
Vòng xoay,106.6940372,10.8207283,106.6941876,10.8204546
Vòng xoay An Lạc,106.6010824,10.7237483,106.6010908,10.7238063
