fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
MI,hierarchical,Agglomerative_ward,{'k': 3},3,0.18974132191180546,1.7380727883863745,400.46656917781235,0.14458879515647133,0.17619193265940541,0.3756962025316456,1.158481012658228,1.6943689314754822,1975,0.0,0.40455696202531644,431,799
MI,hierarchical,Agglomerative_ward,{'k': 5},5,0.2444734118315499,1.5022243952408607,422.175653019647,0.26154205816219767,0.347652947461727,0.530126582278481,0.8374683544303797,1.3892899561569143,1975,0.0,0.270379746835443,265,534
MI,hierarchical,Agglomerative_ward,{'k': 7},7,0.2620645035769181,1.483990077438081,397.8726785452211,0.22329701651606468,0.32215619594061634,0.530126582278481,0.8374683544303797,1.3892899561569143,1975,0.0,0.21822784810126583,198,431
MI,hierarchical,Agglomerative_ward,{'k': 9},9,0.28725636513756825,1.3347090188405764,382.8000193290944,0.17328173170203195,0.3222769044546409,0.530126582278481,0.8374683544303797,1.3892899561569143,1975,0.0,0.21822784810126583,68,431
MI,hierarchical,Agglomerative_ward,{'k': 11},11,0.2815788691262342,1.3100452955479827,365.7536260872328,0.18662472153510132,0.35900950136953513,0.5837974683544304,0.6025316455696202,1.0326321290392095,1975,0.0,0.21822784810126583,68,431
MI,hierarchical,Agglomerative_ward,{'k': 13},13,0.2690554887800758,1.3324009418682374,347.49655032782493,0.17974144292367006,0.35410245656503475,0.5929113924050633,0.5554430379746835,0.9549338899511396,1975,0.0,0.13721518987341771,61,271
MI,hierarchical,Agglomerative_ward,{'k': 15},15,0.2750046983742623,1.3552408144723027,333.9024931494711,0.17154800782302176,0.35289333048313287,0.5979746835443038,0.5544303797468354,0.9591663046625439,1975,0.0,0.13721518987341771,34,271
MI,hierarchical,Agglomerative_ward,{'k': 17},17,0.28238776615304695,1.293010984466857,323.5914376740145,0.1685598969778336,0.3582883407280427,0.6086075949367089,0.5331645569620254,0.9367328084520045,1975,0.0,0.13721518987341771,21,271
MI,hierarchical,Agglomerative_ward,{'k': 19},19,0.2681401190883744,1.3110872974322554,315.7055556127153,0.16556155024587874,0.36201090332940117,0.6248101265822785,0.45569620253164556,0.7942833725751579,1975,0.0,0.11240506329113924,21,222
MI,density,DBSCAN,"{'eps': 0.2, 'min_samples': 5}",13,-0.37464422570644346,1.0812568282353818,8.050247765889447,0.00375553911460464,0.0919762563386267,1.0,0.0,0.0,1975,0.9463291139240506,0.013164556962025316,5,26
MI,density,DBSCAN,"{'eps': 0.2, 'min_samples': 10}",1,,,,,,,,,1975,0.9949367088607595,0.005063291139240506,10,10
MI,density,DBSCAN,"{'eps': 0.2, 'min_samples': 20}",0,,,,,,,,,1975,1.0,1.0,0,0
MI,density,DBSCAN,"{'eps': 0.4, 'min_samples': 5}",33,-0.32211453145108554,1.1965756060614892,14.789145951238094,0.024464023421935533,0.2186948024467252,0.8150406504065041,0.18495934959349594,0.43006900561827976,1975,0.7508860759493671,0.021265822784810127,3,42
MI,density,DBSCAN,"{'eps': 0.4, 'min_samples': 10}",12,-0.28865149108143934,1.2901265538288422,14.059839494365091,0.009488430233485477,0.14736141031837016,0.9747474747474747,0.025252525252525252,0.15891043154093204,1975,0.899746835443038,0.013164556962025316,10,26
MI,density,DBSCAN,"{'eps': 0.4, 'min_samples': 20}",2,0.00867579260248292,1.0176062717089844,24.719007994638787,0.0016458271312237635,0.04527702712151571,1.0,0.0,0.0,1975,0.9762025316455696,0.013164556962025316,21,26
MI,density,DBSCAN,"{'eps': 0.6, 'min_samples': 5}",64,-0.11977611743196427,1.3108827749759742,23.4351469325537,0.055475944037385115,0.2929568684519219,0.7411545623836127,0.27281191806331473,0.5484021142894778,1975,0.4562025316455696,0.10632911392405063,4,210
MI,density,DBSCAN,"{'eps': 0.6, 'min_samples': 10}",17,-0.20486549655771705,1.2874998546108114,35.47205844265105,0.04219479875227698,0.23110083288964398,0.7310789049919485,0.27697262479871176,0.5413646501019735,1975,0.6855696202531646,0.09265822784810127,10,183
