fs_method,family,algorithm,params,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,accuracy_majority,MAE,RMSE,n_points,noise_ratio,largest_cluster_ratio,min_cluster_size,largest_cluster_size
RF,density,DBSCAN,"{'eps': 0.8, 'min_samples': 5}",39,0.07678508644054684,1.5230950666917422,70.71345564060708,0.11411232990594666,0.3381656267349411,0.6846254927726675,0.34231274638633374,0.6325594091029538,1975,0.22936708860759494,0.11240506329113924,4,222
RF,density,DBSCAN,"{'eps': 0.8, 'min_samples': 10}",19,-0.04069753742623622,1.5849176337648974,73.10734735594713,0.09800322111158484,0.3220346971356059,0.7121771217712177,0.3081180811808118,0.5905154418682638,1975,0.4511392405063291,0.10987341772151898,12,217
RF,density,DBSCAN,"{'eps': 0.8, 'min_samples': 20}",11,-0.12893545103827944,1.3314299531523701,76.72083301160272,0.07310838698682197,0.2658446676548742,0.6967654986522911,0.316711590296496,0.5862301324514717,1975,0.6243037974683544,0.10835443037974683,20,214
RF,density,DBSCAN,"{'eps': 1.0, 'min_samples': 5}",19,0.18545864041330137,1.575244366974523,130.276986792943,0.16877146250041844,0.3339490256718729,0.5580985915492958,0.5933098591549296,0.9873020096282406,1975,0.13721518987341771,0.2020253164556962,4,399
RF,density,DBSCAN,"{'eps': 1.0, 'min_samples': 10}",14,0.1858889240165342,2.009741629743432,152.0306443376561,0.15987736613904158,0.34628657143875713,0.6131339401820546,0.43953185955786733,0.7407864937948158,1975,0.22126582278481013,0.1827848101265823,21,361
RF,density,DBSCAN,"{'eps': 1.0, 'min_samples': 20}",10,0.0613725670753607,1.645720478738839,132.96494350393883,0.1251606968617639,0.3267759308235039,0.6492335437330928,0.39675383228133454,0.7029501147601431,1975,0.43848101265822786,0.17670886075949366,24,349
RF,density,DBSCAN,"{'eps': 1.2, 'min_samples': 5}",13,0.20833270670479287,1.561908213835867,150.23034063397745,0.13814752119385898,0.3242006262554746,0.4740947075208914,0.7192200557103064,1.073094605999948,1975,0.09113924050632911,0.4339240506329114,5,857
RF,density,DBSCAN,"{'eps': 1.2, 'min_samples': 10}",7,0.22279470801743587,2.433011019257612,210.50473558506707,0.13538896711493045,0.31035195023507944,0.47153024911032027,0.7176749703440095,1.0660288721917348,1975,0.14632911392405062,0.4111392405063291,91,812
RF,density,DBSCAN,"{'eps': 1.2, 'min_samples': 20}",11,0.20959149270307273,1.888327774366765,167.39959196994923,0.1678759371585594,0.3522439905235771,0.5825242718446602,0.47119741100323626,0.7640803427824441,1975,0.21772151898734177,0.27544303797468356,21,544
RF,density,DBSCAN,"{'eps': 1.4, 'min_samples': 5}",12,0.13709955418851566,1.5489899481251248,142.11013878975692,0.12858371120871415,0.3181558190210592,0.4367631296891747,0.8660235798499464,1.2611772516270012,1975,0.05518987341772152,0.45164556962025315,5,892
