segmentId,name_vn,lat_start,lon_start,lat_end,lon_end,speedLimit,currentSpeed,freeFlowSpeed,congestionIndex,trafficVolume,crossTime,traffic_label,cluster_label_RF,speed_drop,congestion_level_desc,congestion_score
e46d360f9cb75d169efce5ca305ca559,Đường Kha Vạn Cân,10.8416342,106.7466044,10.8487665,106.7531191,50.0,32.0,45.0,0.7111111111111111,1760.0,0.0562499999999999,E,1,13.0,Thông thoáng,0.42695320726333125
9466c59bdc04c79d545fe919b56a8142,Đường Hòa Bình,10.8668839,106.597713,10.8668923,106.5977254,50.0,38.0,47.0,0.8085106382978723,704.68,0.0473684210526315,E,1,9.0,Thông thoáng,0.39908218146610297
ebf87b8e8bc1f1e41da85eb7a3176824,Đường Vành Đai 2,10.7559963,106.7606269,10.7550762,106.7597266,70.0,44.0,44.0,1.0,720.0,0.0409090909090909,E,1,0.0,Thông thoáng,0.413880133480617
8c39031fcfb5e60e3c246f21fe38154a,Hẻm 205 Nguyễn Trãi,10.7555638,106.6742704,10.7940986,106.6976069,50.0,20.5,31.0,0.6612903225806451,1454.52,0.0878048780487804,C,3,10.5,Trung bình,0.3646247902445771
9b9a42701084d0694727416cc278fafe,Đường Quốc Lộ 22,10.8466302,106.6128986,10.843027,106.6149651,55.0,26.5,39.5,0.6708860759493671,1428.61,0.0679245283018867,D,1,13.0,Tương đối thoáng,0.392895817652818
0853e1a6c840ee0fb0057511fad0dab5,Đường Đất Thánh,10.7828795,106.6602062,10.7819,106.656532,50.0,23.0,35.0,0.6571428571428571,1465.71,0.0782608695652174,C,3,12.0,Trung bình,0.37737821708672686
8629283de10ddcf5f663899146bb0fab,Đường Bà Hom,10.7546911,106.6313514,10.754722,106.6311219,50.0,24.0,35.0,0.6857142857142857,925.71,0.075,D,3,11.0,Tương đối thoáng,0.3619958048842346
136a16e68a33440c5e2a4f5c988c22e7,Đường Nguyễn Trãi,10.7635026,106.6905496,10.7666744,106.688366,50.0,18.0,25.5,0.7058823529411765,1778.82,0.1,B,3,7.5,Đông,0.37168684160383014
75da623bca56eca7dae342ddfcbab9be,Đường Quốc Lộ 1A,10.8678819,106.7813371,10.8617623,106.6586551,65.0,33.0,46.0,0.717391304347826,1737.39,0.0545454545454545,E,1,13.0,Thông thoáng,0.42940388257799667
b3d2dfe0fb15f1fe7380b3d98be8ba80,Đường Xô Viết Nghệ Tĩnh,10.7924505,106.707195,10.8011855,106.7113752,50.0,27.0,41.0,0.6585365853658537,2923.9,0.0666666666666666,D,1,14.0,Tương đối thoáng,0.45369224920784673
803ac7a210795e2a71578737c8b26b4a,Đường Cộng Hòa,10.8016842,106.6509196,10.8041993,106.6376734,50.0,31.0,39.0,0.7948717948717948,1093.85,0.0580645161290322,D,1,8.0,Tương đối thoáng,0.3971941838279884
5607986b5ca983a49abe235ecaa49877,Đường Lãnh Binh Thăng,10.7631981,106.6504197,10.7622847,106.65559,50.0,21.0,30.5,0.6885245901639344,1380.98,0.0857142857142857,C,3,9.5,Trung bình,0.3665197741433798
dc93a682340c06217dfae62de3764a65,Đường Cao Tốc Thành phố Hồ Chí Minh-Long Thành-Dầu Giây,10.7917928,106.8178476,10.786298,106.8450235,120.0,74.0,74.0,1.0,720.0,0.0243243243243243,E,1,0.0,Thông thoáng,0.413880133480617
